,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Luka Dončić,43:01,.557,.556,.407,.370,2.7,40.4,22.8,31.9,2.3,1.9,3.1,33.9,123,101,9.5
1,Kyrie Irving,39:40,.750,.750,.417,.000,0.0,5.1,2.8,21.7,2.5,0.0,11.1,30.6,131,110,10.3
2,Josh Green,33:17,.545,.545,.455,.000,3.5,3.1,3.3,11.2,0.0,0.0,8.3,16.2,112,116,-4.4
3,Maxi Kleber,30:22,.500,.500,.714,.000,0.0,6.7,3.6,11.5,1.6,0.0,12.5,11.8,102,112,-4.4
4,Derrick Jones Jr.,21:40,.333,.333,.000,.000,5.4,28.3,17.6,5.1,2.2,0.0,0.0,6.2,104,105,-2.5
5,player,,,,,,,,,,,,,,,,
6,Tim Hardaway Jr.,25:26,.618,.550,.700,.300,4.6,24.1,15.0,14.7,0.0,0.0,0.0,20.0,138,111,3.8
7,Grant Williams,21:25,.500,.500,.600,.000,5.5,9.5,7.6,0.0,2.3,3.9,37.5,16.8,66,106,-8.3
8,Dwight Powell,17:38,.500,.500,.000,.000,0.0,11.6,6.2,0.0,0.0,4.7,0.0,5.1,98,110,-7.5
9,Jaden Hardy,7:31,1.500,1.500,1.000,.000,15.6,13.6,14.5,19.2,0.0,0.0,33.3,18.0,177,114,20.9
10,Seth Curry,Did Not Play,,,,,,,,,,,,,,,
11,Richaun Holmes,Did Not Play,,,,,,,,,,,,,,,
12,A.J. Lawson,Did Not Play,,,,,,,,,,,,,,,
13,Markieff Morris,Did Not Play,,,,,,,,,,,,,,,
14,Olivier-Maxence Prosper,Did Not Play,,,,,,,,,,,,,,,
15,Brandon Williams,Did Not Play,,,,,,,,,,,,,,,
