,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jerami Grant,38:29,12,20,.600,1,4,.250,2,3,.667,1,4,5,1,0,0,0,2,27,-8
1,Anfernee Simons,35:22,13,22,.591,2,8,.250,5,5,1.000,2,6,8,6,2,0,3,2,33,+4
2,Shaedon Sharpe,31:42,2,7,.286,1,3,.333,2,3,.667,0,2,2,2,0,0,2,4,7,0
3,Deandre Ayton,27:26,3,5,.600,0,0,,1,2,.500,3,7,10,2,2,0,1,3,7,+1
4,Toumani Camara,19:47,3,7,.429,0,4,.000,2,2,1.000,0,3,3,1,1,0,0,3,8,+7
5,player,,,,,,,,,,,,,,,,,,,,
6,Malcolm Brogdon,24:14,4,7,.571,1,4,.250,0,0,,0,2,2,2,1,0,1,4,9,-23
7,Scoot Henderson,24:05,5,10,.500,1,1,1.000,2,2,1.000,0,3,3,2,0,1,3,3,13,-8
8,Matisse Thybulle,19:00,2,6,.333,1,4,.250,0,0,,1,3,4,0,2,1,1,0,5,-18
9,Duop Reath,15:07,3,9,.333,0,3,.000,5,5,1.000,3,2,5,1,0,0,0,0,11,-8
10,Jabari Walker,4:45,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-2
11,Moses Brown,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Skylar Mays,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Kris Murray,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Ish Wainright,Did Not Play,,,,,,,,,,,,,,,,,,,
