,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Rudy Gobert,34:07,5,7,.714,0,0,,7,10,.700,2,9,11,1,2,1,1,2,17,-7
1,Jaden McDaniels,33:58,5,7,.714,1,2,.500,1,1,1.000,0,2,2,1,0,0,2,3,12,+8
2,Karl-Anthony Towns,33:14,10,11,.909,2,2,1.000,7,8,.875,2,4,6,9,0,2,0,5,29,+9
3,Mike Conley,30:28,2,8,.250,1,5,.200,0,0,,0,3,3,5,1,0,3,1,5,-5
4,Anthony Edwards,30:08,9,19,.474,5,10,.500,0,0,,0,3,3,4,0,0,3,6,23,+13
5,player,,,,,,,,,,,,,,,,,,,,
6,Kyle Anderson,26:19,4,7,.571,0,0,,1,2,.500,1,4,5,5,1,2,1,0,9,+5
7,Naz Reid,18:29,2,8,.250,2,6,.333,2,2,1.000,0,1,1,0,0,1,1,0,8,-8
8,Nickeil Alexander-Walker,17:37,4,7,.571,2,4,.500,0,0,,0,1,1,3,1,1,2,2,10,+6
9,Shake Milton,15:38,2,6,.333,0,2,.000,4,4,1.000,0,1,1,1,1,0,1,2,8,-16
10,Troy Brown Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Josh Minott,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Daishen Nix,Did Not Play,,,,,,,,,,,,,,,,,,,
