,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Grayson Allen,38:57,6,15,.400,4,8,.500,0,0,,0,2,2,3,0,2,3,2,16,0
1,Devin Booker,37:15,9,17,.529,2,6,.333,4,5,.800,0,0,0,8,2,1,2,4,24,+11
2,Bradley Beal,37:09,5,12,.417,0,1,.000,2,4,.500,3,3,6,5,0,0,1,3,12,-8
3,Kevin Durant,36:22,11,23,.478,0,1,.000,1,1,1.000,2,8,10,5,0,1,1,1,23,-7
4,Jusuf Nurkić,32:20,8,17,.471,1,2,.500,1,3,.333,6,13,19,5,0,1,2,4,18,+2
5,player,,,,,,,,,,,,,,,,,,,,
6,Keita Bates-Diop,14:18,1,3,.333,1,3,.333,0,0,,1,2,3,1,0,0,0,3,3,-24
7,Josh Okogie,13:36,2,5,.400,0,2,.000,2,2,1.000,0,1,1,2,2,0,0,5,6,+12
8,Drew Eubanks,13:21,2,3,.667,0,0,,4,5,.800,3,4,7,0,0,0,2,1,8,0
9,Chimezie Metu,12:13,2,7,.286,0,5,.000,0,0,,0,1,1,0,1,0,1,3,4,-8
10,Saben Lee,4:29,0,0,,0,0,,1,2,.500,1,0,1,0,0,1,0,1,1,-8
11,Jordan Goodwin,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Yuta Watanabe,Did Not Play,,,,,,,,,,,,,,,,,,,
