,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Kevin Durant,39:14,9,15,.600,2,4,.500,0,0,,1,6,7,6,1,1,2,1,20,-9
1,Devin Booker,38:18,22,37,.595,6,12,.500,12,13,.923,0,5,5,4,1,2,4,2,62,+1
2,Grayson Allen,37:20,4,5,.800,2,3,.667,1,1,1.000,0,3,3,1,0,1,2,5,11,-8
3,Bradley Beal,34:22,5,13,.385,1,5,.200,1,1,1.000,1,3,4,3,1,1,6,5,12,-4
4,Jusuf Nurkić,20:08,1,3,.333,0,0,,0,0,,0,4,4,5,3,0,2,2,2,-3
5,player,,,,,,,,,,,,,,,,,,,,
6,Eric Gordon,30:25,5,9,.556,2,6,.333,2,3,.667,0,2,2,2,1,0,2,0,14,0
7,Drew Eubanks,15:56,4,4,1.000,0,0,,0,0,,2,3,5,1,0,0,1,1,8,+12
8,Josh Okogie,13:06,0,1,.000,0,0,,0,0,,2,1,3,1,1,0,0,1,0,-1
9,Keita Bates-Diop,8:46,1,1,1.000,0,0,,0,0,,1,3,4,1,0,0,1,0,2,+7
10,Chimezie Metu,2:25,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-5
11,Jordan Goodwin,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Nassir Little,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Yuta Watanabe,Did Not Play,,,,,,,,,,,,,,,,,,,
