,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Mikal Bridges,36:35,.684,.577,.385,.538,6.1,9.6,7.8,19.2,0.0,0.0,23.7,25.1,117,137,-2.1
1,Spencer Dinwiddie,34:01,.494,.429,.571,.357,0.0,6.9,3.4,32.3,0.0,0.0,15.6,24.6,105,138,-7.2
2,Cameron Johnson,31:35,.577,.577,.308,.000,0.0,14.8,7.2,9.2,1.5,0.0,7.1,19.3,112,132,-1.9
3,Cam Thomas,30:59,.457,.429,.286,.095,0.0,0.0,0.0,10.5,0.0,0.0,8.4,33.6,91,139,-13.1
4,Nic Claxton,26:00,.581,.500,.000,.333,17.2,27.0,22.0,0.0,0.0,11.3,0.0,11.5,145,125,-2.1
5,player,,,,,,,,,,,,,,,,
6,Dorian Finney-Smith,24:41,1.083,1.083,.667,.000,0.0,14.2,6.9,6.0,2.0,7.9,0.0,10.6,209,126,13.6
7,Royce O'Neale,19:08,.644,.500,.333,.667,5.8,18.4,11.9,6.4,0.0,0.0,0.0,8.8,155,135,-1.9
8,Day'Ron Sharpe,14:01,.500,.500,.000,.000,8.0,50.1,28.5,19.5,3.4,7.0,20.0,15.5,106,114,1.5
9,Trendon Watford,11:06,.820,.750,.000,.500,10.1,42.2,25.7,29.8,4.4,0.0,17.0,23.1,149,118,9.4
10,Armoni Brooks,3:58,1.000,1.000,.000,.000,0.0,0.0,0.0,40.5,0.0,0.0,0.0,11.0,209,139,10.8
11,Harry Giles,3:58,.615,.500,.500,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,130,138,-8.6
12,Jalen Wilson,3:58,1.000,1.000,.000,.000,28.1,0.0,14.4,0.0,0.0,0.0,0.0,11.0,213,139,5.2
