,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Bam Adebayo,35:55,.773,.667,.000,.667,3.4,30.8,17.1,30.0,0.0,0.0,16.2,24.2,137,112,8.1
1,Duncan Robinson,34:57,.790,.778,.556,.444,0.0,10.6,5.3,36.8,0.0,0.0,8.5,15.8,150,119,8.5
2,Jimmy Butler,33:27,.655,.563,.375,.438,0.0,11.0,5.5,13.3,1.6,0.0,9.5,29.6,118,115,4.2
3,Kyle Lowry,31:41,.400,.400,.700,.000,0.0,11.7,5.8,26.6,5.0,0.0,9.1,16.3,89,106,0.6
4,Haywood Highsmith,24:07,.000,.000,.750,.000,5.1,10.2,7.7,0.0,6.5,0.0,50.0,15.6,10,103,-14.0
5,player,,,,,,,,,,,,,,,,
6,Jaime Jaquez Jr.,27:01,.615,.625,.250,.500,4.6,9.1,6.8,0.0,0.0,0.0,38.1,13.7,74,119,-12.1
7,Josh Richardson,25:33,.583,.583,.667,.000,0.0,4.8,2.4,13.7,2.0,0.0,0.0,11.0,121,116,1.2
8,Caleb Martin,15:12,.278,.278,.444,.000,8.1,8.1,8.1,0.0,3.4,0.0,10.0,30.9,55,111,-15.1
9,Kevin Love,12:05,.317,.357,.857,.286,10.2,50.9,30.6,31.7,0.0,0.0,0.0,30.7,81,106,-4.0
10,Thomas Bryant,Did Not Play,,,,,,,,,,,,,,,
11,Orlando Robinson,Did Not Play,,,,,,,,,,,,,,,
12,Dru Smith,Did Not Play,,,,,,,,,,,,,,,
