,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Ja Morant,37:12,.439,.368,.368,.316,0.0,18.9,8.9,44.5,0.0,0.0,12.2,29.5,93,119,-6.4,Memphis Grizzlies,Los Angeles Clippers,2023-12-29
1,Jaren Jackson Jr.,37:00,.615,.588,.353,.118,0.0,6.3,3.0,18.8,2.5,5.4,5.3,22.7,112,113,5.1,Memphis Grizzlies,Los Angeles Clippers,2023-12-29
2,Desmond Bane,36:57,.758,.727,.455,.182,0.0,22.2,10.5,22.5,2.5,0.0,14.4,16.7,127,112,2.8,Memphis Grizzlies,Los Angeles Clippers,2023-12-29
3,Marcus Smart,31:36,.698,.643,.786,.286,0.0,7.4,3.5,11.1,4.4,0.0,11.3,25.0,114,112,7.1,Memphis Grizzlies,Los Angeles Clippers,2023-12-29
4,Bismack Biyombo,7:47,.500,.500,.000,.000,0.0,30.1,14.2,0.0,6.0,0.0,33.3,17.2,56,102,-7.6,Memphis Grizzlies,Los Angeles Clippers,2023-12-29
6,Santi Aldama,22:28,.857,.857,.429,.000,4.6,20.8,12.3,7.8,2.1,0.0,0.0,13.9,157,114,7.7,Memphis Grizzlies,Los Angeles Clippers,2023-12-29
7,Vince Williams Jr.,22:13,.342,.250,.667,.500,0.0,5.3,2.5,30.1,0.0,4.5,12.0,16.7,85,120,-5.0,Memphis Grizzlies,Los Angeles Clippers,2023-12-29
8,David Roddy,22:09,.463,.333,.333,1.000,0.0,10.6,5.0,6.0,0.0,0.0,18.8,10.7,83,121,-9.1,Memphis Grizzlies,Los Angeles Clippers,2023-12-29
9,Xavier Tillman Sr.,16:41,.200,.200,.200,.000,12.5,14.0,13.2,0.0,2.8,6.0,16.7,16.0,56,110,-12.3,Memphis Grizzlies,Los Angeles Clippers,2023-12-29
10,Ziaire Williams,5:57,.000,.000,.667,.000,0.0,39.4,18.5,21.2,0.0,0.0,0.0,22.5,20,114,-22.0,Memphis Grizzlies,Los Angeles Clippers,2023-12-29
11,Jacob Gilyard,0:0,Memphis Grizzlies,Los Angeles Clippers,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,John Konchar,0:0,Memphis Grizzlies,Los Angeles Clippers,2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
