,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Trae Young,37:14,11,24,.458,3,9,.333,5,5,1.000,1,0,1,9,0,2,5,2,30,+3,Brooklyn Nets,Atlanta Hawks,2023-12-06
1,Saddiq Bey,36:44,7,13,.538,3,6,.500,4,4,1.000,4,3,7,1,1,0,3,1,21,+9,Brooklyn Nets,Atlanta Hawks,2023-12-06
2,De'Andre Hunter,36:08,6,15,.400,1,3,.333,1,1,1.000,0,4,4,2,0,0,1,1,14,+3,Brooklyn Nets,Atlanta Hawks,2023-12-06
3,Dejounte Murray,31:59,6,16,.375,1,5,.200,0,0,,0,10,10,9,1,0,0,3,13,+2,Brooklyn Nets,Atlanta Hawks,2023-12-06
4,Clint Capela,28:49,4,6,.667,0,0,,1,2,.500,4,8,12,1,0,2,1,5,9,+3,Brooklyn Nets,Atlanta Hawks,2023-12-06
6,Bogdan Bogdanović,27:06,7,14,.500,4,9,.444,2,2,1.000,0,4,4,1,0,0,0,2,20,-6,Brooklyn Nets,Atlanta Hawks,2023-12-06
7,Onyeka Okongwu,23:50,1,5,.200,0,2,.000,0,0,,2,7,9,2,1,0,1,4,2,-8,Brooklyn Nets,Atlanta Hawks,2023-12-06
8,Wesley Matthews,11:18,0,1,.000,0,1,.000,4,4,1.000,0,1,1,0,1,0,0,2,4,-1,Brooklyn Nets,Atlanta Hawks,2023-12-06
9,Garrison Mathews,6:50,0,0,,0,0,,0,0,,0,1,1,0,1,0,1,3,0,-10,Brooklyn Nets,Atlanta Hawks,2023-12-06
10,Bruno Fernando,0:0,Brooklyn Nets,Atlanta Hawks,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Trent Forrest,0:0,Brooklyn Nets,Atlanta Hawks,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,AJ Griffin,0:0,Brooklyn Nets,Atlanta Hawks,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Patty Mills,0:0,Brooklyn Nets,Atlanta Hawks,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
