,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Shai Gilgeous-Alexander,29:53,11,15,.733,1,1,1.000,8,10,.800,0,3,3,9,5,3,3,2,31,+34,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
1,Cason Wallace,24:48,5,7,.714,2,4,.500,0,0,,0,2,2,1,1,0,1,1,12,+22,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
2,Chet Holmgren,23:20,5,9,.556,3,6,.500,3,4,.750,0,6,6,3,1,2,1,1,16,+13,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
3,Luguentz Dort,19:06,3,4,.750,2,3,.667,0,0,,1,1,2,1,0,1,0,3,8,+16,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
4,Josh Giddey,19:06,3,8,.375,0,2,.000,2,2,1.000,0,6,6,4,1,1,2,0,8,+16,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
6,Ousmane Dieng,19:58,4,5,.800,1,1,1.000,2,2,1.000,0,2,2,4,0,0,1,2,11,-1,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
7,Aaron Wiggins,19:18,3,6,.500,2,5,.400,2,3,.667,0,2,2,4,1,0,1,1,10,+17,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
8,Jaylin Williams,18:15,2,4,.500,1,3,.333,2,2,1.000,1,7,8,0,0,1,0,1,7,+29,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
9,Lindy Waters III,17:35,2,5,.400,2,5,.400,0,0,,0,5,5,1,0,0,2,1,6,-16,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
10,Vasilije Micić,14:04,1,2,.500,0,1,.000,0,0,,0,0,0,4,0,0,3,0,2,+5,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
11,Kenrich Williams,10:24,3,5,.600,2,3,.667,0,0,,0,3,3,0,0,1,0,2,8,-4,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
12,Keyontae Johnson,9:36,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-13,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
13,Olivier Sarr,7:37,1,2,.500,0,1,.000,1,2,.500,1,3,4,0,0,1,1,2,3,-10,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
14,Aleksej Pokusevski,7:00,1,2,.500,1,1,1.000,1,2,.500,0,1,1,0,1,0,0,0,4,-8,Charlotte Hornets,Oklahoma City Thunder,2024-02-02
15,Dāvis Bertāns,0:0,Charlotte Hornets,Oklahoma City Thunder,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
