,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Shaedon Sharpe,40:32,8,17,.471,4,9,.444,7,9,.778,1,2,3,6,1,0,2,2,27,-15,Portland Trail Blazers,Los Angeles Clippers,2023-12-11
1,Anfernee Simons,37:50,10,23,.435,5,11,.455,13,13,1.000,0,1,1,4,0,1,3,1,38,-9,Portland Trail Blazers,Los Angeles Clippers,2023-12-11
2,Toumani Camara,37:27,3,6,.500,1,3,.333,0,2,.000,0,4,4,4,1,1,1,5,7,-5,Portland Trail Blazers,Los Angeles Clippers,2023-12-11
3,Matisse Thybulle,30:35,4,6,.667,3,5,.600,0,0,,0,1,1,0,1,0,0,3,11,-9,Portland Trail Blazers,Los Angeles Clippers,2023-12-11
4,Duop Reath,26:23,4,11,.364,2,6,.333,0,0,,2,1,3,4,1,0,1,3,10,0,Portland Trail Blazers,Los Angeles Clippers,2023-12-11
6,Scoot Henderson,29:39,8,16,.500,3,4,.750,0,0,,1,3,4,6,0,2,3,5,19,+11,Portland Trail Blazers,Los Angeles Clippers,2023-12-11
7,Jabari Walker,21:46,3,4,.750,1,2,.500,2,2,1.000,3,5,8,1,1,0,1,1,9,+1,Portland Trail Blazers,Los Angeles Clippers,2023-12-11
8,Moses Brown,15:47,3,7,.429,0,0,,0,0,,4,8,12,0,0,0,1,1,6,+1,Portland Trail Blazers,Los Angeles Clippers,2023-12-11
9,Malcolm Brogdon,Did Not Dress,Portland Trail Blazers,Los Angeles Clippers,2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Skylar Mays,0:0,Portland Trail Blazers,Los Angeles Clippers,2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Kris Murray,0:0,Portland Trail Blazers,Los Angeles Clippers,2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Rayan Rupert,0:0,Portland Trail Blazers,Los Angeles Clippers,2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
