,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Cade Cunningham,39:37,9,19,.474,1,4,.250,6,7,.857,0,4,4,10,0,0,6,3,25,+10
1,Isaiah Stewart,33:46,6,14,.429,0,3,.000,2,3,.667,2,7,9,0,0,0,2,4,14,+17
2,Jalen Duren,33:13,9,11,.818,0,0,,5,5,1.000,6,9,15,5,1,2,1,3,23,+6
3,Ausar Thompson,31:15,3,7,.429,0,2,.000,3,4,.750,3,9,12,5,1,1,2,3,9,+6
4,Killian Hayes,22:40,2,5,.400,2,3,.667,0,0,,1,0,1,4,1,0,1,2,6,+7
5,player,,,,,,,,,,,,,,,,,,,,
6,Alec Burks,25:33,6,12,.500,6,10,.600,0,1,.000,0,2,2,0,0,1,0,1,18,+19
7,Jaden Ivey,21:58,3,6,.500,1,2,.500,0,0,,0,0,0,3,1,0,2,0,7,+5
8,Marvin Bagley III,14:47,5,8,.625,1,1,1.000,0,0,,2,4,6,0,0,0,0,2,11,+10
9,Joe Harris,10:31,1,2,.500,1,2,.500,0,0,,0,1,1,1,0,0,1,0,3,+1
10,Marcus Sasser,5:58,1,2,.500,0,1,.000,0,0,,1,2,3,1,0,0,0,0,2,+2
11,Stanley Umude,0:42,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
12,Malcolm Cazalon,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Jared Rhoden,Did Not Play,,,,,,,,,,,,,,,,,,,
14,James Wiseman,Did Not Play,,,,,,,,,,,,,,,,,,,
