,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Terry Rozier,40:00,10,24,.417,1,11,.091,4,4,1.000,1,4,5,7,1,2,2,4,25,-11,Charlotte Hornets,Chicago Bulls,2023-12-06
1,Miles Bridges,39:47,7,15,.467,2,8,.250,0,0,,2,6,8,2,3,0,1,3,16,-6,Charlotte Hornets,Chicago Bulls,2023-12-06
2,Brandon Miller,38:53,4,14,.286,3,6,.500,1,1,1.000,0,6,6,4,1,1,2,3,12,-8,Charlotte Hornets,Chicago Bulls,2023-12-06
3,Gordon Hayward,35:23,10,18,.556,2,4,.500,5,5,1.000,2,2,4,4,3,1,5,2,27,+2,Charlotte Hornets,Chicago Bulls,2023-12-06
4,Nick Richards,27:37,2,4,.500,0,0,,2,2,1.000,6,5,11,0,0,3,2,3,6,-11,Charlotte Hornets,Chicago Bulls,2023-12-06
6,P.J. Washington,28:36,4,13,.308,1,7,.143,0,0,,1,5,6,4,1,2,1,5,9,-5,Charlotte Hornets,Chicago Bulls,2023-12-06
7,Bryce McGowens,15:50,2,2,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,1,3,5,-10,Charlotte Hornets,Chicago Bulls,2023-12-06
8,Ish Smith,13:54,0,0,,0,0,,0,0,,0,1,1,3,0,0,2,1,0,-6,Charlotte Hornets,Chicago Bulls,2023-12-06
9,Leaky Black,0:0,Charlotte Hornets,Chicago Bulls,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,James Bouknight,0:0,Charlotte Hornets,Chicago Bulls,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Théo Maledon,0:0,Charlotte Hornets,Chicago Bulls,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nick Smith Jr.,0:0,Charlotte Hornets,Chicago Bulls,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,JT Thor,0:0,Charlotte Hornets,Chicago Bulls,2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
