,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Luguentz Dort,38:49,9,13,.692,3,4,.750,4,6,.667,3,3,6,2,1,1,1,5,25,-6
1,Shai Gilgeous-Alexander,35:57,15,26,.577,2,2,1.000,2,2,1.000,1,10,11,4,5,1,5,2,34,+4
2,Jalen Williams,35:05,4,14,.286,2,4,.500,4,4,1.000,0,5,5,2,1,0,4,2,14,+5
3,Chet Holmgren,30:50,5,9,.556,3,4,.750,3,4,.750,1,12,13,2,1,7,1,3,16,+6
4,Josh Giddey,28:26,1,8,.125,0,1,.000,0,0,,0,6,6,6,0,0,3,1,2,-12
5,player,,,,,,,,,,,,,,,,,,,,
6,Isaiah Joe,22:18,2,10,.200,1,7,.143,0,1,.000,0,3,3,2,0,0,1,1,5,+12
7,Cason Wallace,18:49,3,4,.750,1,1,1.000,2,2,1.000,1,1,2,0,0,0,0,0,9,+3
8,Aaron Wiggins,11:28,0,0,,0,0,,0,0,,0,0,0,1,0,1,1,0,0,+2
9,Ousmane Dieng,11:27,0,2,.000,0,2,.000,0,0,,0,1,1,2,0,0,0,3,0,-4
10,Vasilije Micić,6:00,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,2,0,3,+2
11,Lindy Waters III,0:51,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
12,Dāvis Bertāns,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Tre Mann,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Aleksej Pokusevski,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Olivier Sarr,Did Not Play,,,,,,,,,,,,,,,,,,,
