,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Nickeil Alexander-Walker,34:15,.541,.571,.857,.429,0.0,3.0,1.8,10.8,1.4,0.0,10.7,12.4,108,105,-1.5
1,Anthony Edwards,33:59,.703,.607,.286,.500,0.0,15.0,9.2,31.2,0.0,2.8,10.5,25.6,141,102,7.3
2,Mike Conley,32:08,.818,.818,.818,.000,0.0,12.7,7.8,43.9,1.5,0.0,15.4,18.5,150,101,13.6
3,Karl-Anthony Towns,25:56,.731,.682,.273,.273,0.0,31.5,19.2,12.3,1.9,3.6,24.5,28.7,107,91,1.7
4,Rudy Gobert,25:25,.742,.714,.000,.571,6.3,12.1,9.8,0.0,0.0,7.4,18.6,19.3,118,100,-2.5
5,player,,,,,,,,,,,,,,,,
6,Kyle Anderson,22:45,.429,.429,.143,.000,7.0,22.4,16.4,17.3,0.0,4.1,0.0,14.0,116,99,-1.2
7,Naz Reid,21:52,.558,.500,.222,.444,14.6,18.7,17.1,0.0,2.3,0.0,8.5,24.6,112,97,-4.1
8,Shake Milton,18:54,.436,.417,.500,.333,0.0,10.8,6.6,20.1,2.6,0.0,12.7,19.0,97,99,-2.4
9,Troy Brown Jr.,17:48,.750,.750,1.000,.000,18.0,11.5,14.0,7.2,0.0,0.0,20.0,12.8,132,105,2.7
10,Leonard Miller,2:19,1.000,1.000,.000,.000,0.0,88.2,53.8,93.0,0.0,0.0,0.0,19.7,210,79,36.7
11,Josh Minott,2:19,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,95,109,-9.1
12,Daishen Nix,2:19,.750,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,130,109,16.0
