,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kevin Durant,34:35,.635,.537,.111,.444,0.0,14.2,7.3,29.4,1.4,4.3,8.5,41.9,133,109,9.6
1,Eric Gordon,31:04,.706,.679,.357,.143,8.4,11.9,10.2,40.3,1.6,0.0,6.3,21.0,156,113,11.0
2,Grayson Allen,29:33,.563,.542,.250,.083,4.4,12.5,8.5,9.8,0.0,0.0,24.3,22.9,93,116,-10.8
3,Jusuf Nurkić,27:41,.452,.250,.250,1.500,14.1,4.4,9.1,29.4,3.6,8.1,23.1,12.8,118,104,5.4
4,Keita Bates-Diop,19:53,.000,.000,.333,.000,13.0,24.8,19.1,5.6,0.0,3.8,0.0,6.2,69,110,-7.4
5,player,,,,,,,,,,,,,,,,
6,Josh Okogie,28:54,.610,.500,.167,.833,18.0,12.8,15.3,8.7,3.4,0.0,19.6,14.5,124,108,-0.5
7,Jordan Goodwin,20:59,.508,.429,.571,.286,0.0,41.1,21.1,17.9,2.3,3.6,20.2,19.4,103,101,-1.2
8,Yuta Watanabe,20:14,.676,.625,.750,.250,0.0,6.1,3.1,0.0,0.0,0.0,31.1,13.1,90,117,-9.9
9,Drew Eubanks,17:44,.800,.800,.000,.000,7.3,13.9,10.7,8.4,2.8,12.7,28.6,16.2,110,100,1.1
10,Udoka Azubuike,2:35,,,,,0.0,47.6,24.4,0.0,0.0,0.0,,0.0,0,108,-12.5
11,Bol Bol,2:35,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,200,119,6.1
12,Saben Lee,2:35,.667,.667,.000,.000,50.2,0.0,24.4,0.0,0.0,0.0,0.0,47.7,147,119,14.5
13,Chimezie Metu,1:38,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,119,-9.2
14,Nassir Little,Did Not Play,,,,,,,,,,,,,,,
