,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Klay Thompson,31:45,5,14,.357,3,9,.333,2,2,1.000,2,1,3,2,1,0,2,2,15,-12
1,Stephen Curry,30:49,8,16,.500,7,11,.636,5,6,.833,0,2,2,4,1,0,6,0,28,-6
2,Draymond Green,29:22,5,11,.455,2,3,.667,6,6,1.000,0,3,3,8,3,1,1,0,18,-6
3,Andrew Wiggins,26:09,3,9,.333,1,2,.500,1,4,.250,3,2,5,1,0,0,0,1,8,-5
4,Kevon Looney,15:10,1,2,.500,0,0,,0,0,,5,6,11,5,0,0,0,1,2,-6
5,player,,,,,,,,,,,,,,,,,,,,
6,Chris Paul,24:36,2,10,.200,1,5,.200,0,0,,0,1,1,2,2,0,0,3,5,-12
7,Jonathan Kuminga,19:33,5,14,.357,1,4,.250,4,5,.800,1,2,3,0,0,2,1,2,15,-9
8,Moses Moody,14:17,1,3,.333,0,2,.000,1,2,.500,1,2,3,0,1,0,0,1,3,-1
9,Dario Šarić,13:25,0,3,.000,0,1,.000,0,0,,1,4,5,0,0,0,1,2,0,-3
10,Gary Payton II,12:26,2,7,.286,1,3,.333,0,0,,2,0,2,1,0,0,0,2,5,-10
11,Trayce Jackson-Davis,11:35,2,3,.667,0,0,,1,5,.200,1,3,4,1,1,1,0,4,5,+8
12,Brandin Podziemski,8:17,0,2,.000,0,1,.000,0,0,,1,1,2,2,0,0,2,0,0,+4
13,Cory Joseph,2:33,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,+3
