,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Brandin Podziemski,34:33,2,11,.182,0,3,.000,0,0,,4,3,7,2,3,1,3,2,4,-8,Golden State Warriors,Los Angeles Clippers,2023-12-14
1,Stephen Curry,34:02,5,17,.294,3,13,.231,4,4,1.000,0,4,4,4,0,0,1,3,17,-3,Golden State Warriors,Los Angeles Clippers,2023-12-14
2,Klay Thompson,32:03,9,15,.600,8,12,.667,4,4,1.000,0,1,1,5,2,0,0,1,30,-12,Golden State Warriors,Los Angeles Clippers,2023-12-14
3,Kevon Looney,25:31,4,7,.571,0,0,,0,0,,5,2,7,5,1,0,1,2,8,0,Golden State Warriors,Los Angeles Clippers,2023-12-14
4,Jonathan Kuminga,24:42,5,10,.500,2,3,.667,3,3,1.000,0,5,5,1,1,0,1,4,15,+5,Golden State Warriors,Los Angeles Clippers,2023-12-14
6,Chris Paul,28:46,4,9,.444,2,5,.400,2,2,1.000,0,2,2,3,0,0,2,4,12,-11,Golden State Warriors,Los Angeles Clippers,2023-12-14
7,Andrew Wiggins,21:56,4,9,.444,0,4,.000,1,2,.500,2,1,3,0,0,1,0,5,9,-7,Golden State Warriors,Los Angeles Clippers,2023-12-14
8,Dario Šarić,17:16,2,5,.400,1,4,.250,0,0,,0,6,6,1,0,0,1,2,5,+3,Golden State Warriors,Los Angeles Clippers,2023-12-14
9,Moses Moody,15:57,4,6,.667,0,1,.000,3,4,.750,2,3,5,1,1,0,2,1,11,+4,Golden State Warriors,Los Angeles Clippers,2023-12-14
10,Trayce Jackson-Davis,5:13,1,3,.333,0,0,,0,0,,3,0,3,0,0,0,0,0,2,-11,Golden State Warriors,Los Angeles Clippers,2023-12-14
11,Draymond Green,Not With Team,Golden State Warriors,Los Angeles Clippers,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cory Joseph,0:0,Golden State Warriors,Los Angeles Clippers,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Gary Payton II,0:0,Golden State Warriors,Los Angeles Clippers,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
