,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jaylen Brown,37:59,17,26,.654,3,4,.750,3,5,.600,1,4,5,2,0,0,5,2,40,-1
1,Jrue Holiday,37:58,9,16,.563,3,6,.500,0,0,,1,5,6,6,1,0,3,2,21,0
2,Kristaps Porziņģis,37:34,6,13,.462,1,4,.250,6,7,.857,2,3,5,7,0,3,1,2,19,+1
3,Derrick White,35:57,4,16,.250,2,8,.250,3,3,1.000,0,4,4,6,0,2,1,3,13,-2
4,Al Horford,32:15,4,5,.800,3,4,.750,0,0,,0,6,6,0,0,1,1,1,11,-9
5,player,,,,,,,,,,,,,,,,,,,,
6,Payton Pritchard,23:27,5,6,.833,4,5,.800,0,0,,4,3,7,3,0,0,1,2,14,-2
7,Oshae Brissett,15:40,1,4,.250,1,4,.250,3,6,.500,2,4,6,0,2,0,0,3,6,+5
8,Luke Kornet,10:24,1,4,.250,0,0,,3,4,.750,2,0,2,2,0,2,1,2,5,-3
9,Svi Mykhailiuk,4:50,0,0,,0,0,,2,4,.500,1,0,1,0,0,0,1,0,2,-1
10,Dalano Banton,3:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,3,0,+2
11,Neemias Queta,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Lamar Stevens,Did Not Play,,,,,,,,,,,,,,,,,,,
