,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Xavier Tillman Sr.,36:52,.625,.625,.125,.000,5.3,10.0,7.4,16.6,4.1,0.0,0.0,9.8,140,106,2.6,Sacramento Kings,Memphis Grizzlies,2024-01-29
1,David Roddy,34:35,.402,.333,.444,.556,5.7,28.5,15.8,10.7,1.5,0.0,26.3,19.8,71,108,-8.6,Sacramento Kings,Memphis Grizzlies,2024-01-29
2,Santi Aldama,34:26,.554,.536,.571,.071,5.7,17.9,11.1,12.1,2.9,0.0,12.2,21.6,100,107,2.1,Sacramento Kings,Memphis Grizzlies,2024-01-29
3,Jaren Jackson Jr.,32:13,.473,.333,.222,.667,0.0,11.5,5.1,14.1,0.0,0.0,11.4,36.8,90,114,-9.5,Sacramento Kings,Memphis Grizzlies,2024-01-29
4,Scotty Pippen Jr.,31:31,.542,.500,.500,.875,3.1,3.9,3.5,29.9,4.8,3.3,21.3,20.2,99,104,2.2,Sacramento Kings,Memphis Grizzlies,2024-01-29
6,GG Jackson II,30:27,.416,.393,.714,.071,3.2,20.2,10.7,13.3,1.7,0.0,12.2,24.4,80,109,-4.5,Sacramento Kings,Memphis Grizzlies,2024-01-29
7,Matthew Hurt,23:27,.727,.667,.500,.333,4.2,5.2,4.7,8.6,0.0,0.0,0.0,13.2,149,116,2.4,Sacramento Kings,Memphis Grizzlies,2024-01-29
8,Jacob Gilyard,16:29,.500,.500,.667,.000,0.0,14.9,6.6,53.8,3.1,0.0,0.0,8.2,145,107,3.4,Sacramento Kings,Memphis Grizzlies,2024-01-29
9,Jake LaRavia,0:0,Sacramento Kings,Memphis Grizzlies,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Derrick Rose,0:0,Sacramento Kings,Memphis Grizzlies,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Vince Williams Jr.,0:0,Sacramento Kings,Memphis Grizzlies,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Ziaire Williams,0:0,Sacramento Kings,Memphis Grizzlies,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
