,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Domantas Sabonis,40:09,.605,.607,.143,.143,6.1,32.2,21.0,22.4,0.0,0.0,11.8,16.6,129,112,3.0,Oklahoma City Thunder,Sacramento Kings,2023-12-14
1,De'Aaron Fox,34:14,.687,.660,.440,.440,0.0,8.1,4.6,35.9,2.6,0.0,14.4,40.3,125,116,10.3,Oklahoma City Thunder,Sacramento Kings,2023-12-14
2,Keegan Murray,31:20,.651,.500,.250,1.000,7.9,2.9,5.1,3.7,1.4,0.0,8.0,15.8,138,120,-1.9,Oklahoma City Thunder,Sacramento Kings,2023-12-14
3,Harrison Barnes,20:53,.357,.357,.571,.000,11.8,4.4,7.6,10.8,0.0,0.0,22.2,17.1,83,123,-9.3,Oklahoma City Thunder,Sacramento Kings,2023-12-14
4,Kevin Huerter,20:13,.250,.250,.375,.000,6.1,4.6,5.2,11.2,4.5,3.6,11.1,17.6,71,111,-5.4,Oklahoma City Thunder,Sacramento Kings,2023-12-14
6,Malik Monk,32:46,.600,.600,.533,.000,0.0,2.8,1.6,35.9,0.0,2.2,21.1,23.0,114,122,2.0,Oklahoma City Thunder,Sacramento Kings,2023-12-14
7,Keon Ellis,27:34,1.063,1.063,.875,.000,8.9,13.4,11.5,14.3,1.6,2.6,0.0,11.5,209,114,15.9,Oklahoma City Thunder,Sacramento Kings,2023-12-14
8,Trey Lyles,18:45,.500,.500,.800,.000,6.6,29.5,19.7,6.1,0.0,3.9,0.0,10.6,124,111,-0.2,Oklahoma City Thunder,Sacramento Kings,2023-12-14
9,Sasha Vezenkov,10:02,.375,.375,1.000,.000,12.3,27.6,21.0,0.0,0.0,0.0,0.0,15.8,98,114,-7.0,Oklahoma City Thunder,Sacramento Kings,2023-12-14
10,JaVale McGee,3:55,1.000,1.000,.000,.000,0.0,47.1,26.9,0.0,0.0,0.0,66.7,30.3,41,106,-19.4,Oklahoma City Thunder,Sacramento Kings,2023-12-14
11,Kessler Edwards,0:07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,125,-5.2,Oklahoma City Thunder,Sacramento Kings,2023-12-14
12,Chris Duarte,0:0,Oklahoma City Thunder,Sacramento Kings,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jordan Ford,0:0,Oklahoma City Thunder,Sacramento Kings,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Colby Jones,0:0,Oklahoma City Thunder,Sacramento Kings,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Davion Mitchell,0:0,Oklahoma City Thunder,Sacramento Kings,2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
