,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,DeMar DeRozan,40:59,15,21,.714,2,5,.400,7,8,.875,1,6,7,5,0,0,1,5,39,+4
1,Coby White,37:13,9,13,.692,5,7,.714,2,3,.667,0,4,4,7,0,0,1,4,25,+11
2,Zach LaVine,35:04,9,15,.600,4,8,.500,3,3,1.000,0,8,8,7,0,1,1,3,25,+2
3,Nikola Vučević,32:43,6,12,.500,2,5,.400,0,0,,2,5,7,2,0,0,3,1,14,-7
4,Alex Caruso,29:04,2,6,.333,2,6,.333,0,0,,1,1,2,2,0,1,0,0,6,-12
5,player,,,,,,,,,,,,,,,,,,,,
6,Patrick Williams,28:39,4,8,.500,1,3,.333,0,0,,1,2,3,7,1,0,2,3,9,-2
7,Ayo Dosunmu,16:39,2,4,.500,2,3,.667,0,0,,0,0,0,0,0,0,3,4,6,-23
8,Andre Drummond,12:06,2,2,1.000,0,0,,1,2,.500,0,4,4,1,0,1,0,0,5,-6
9,Dalen Terry,7:33,1,5,.200,0,3,.000,0,0,,1,0,1,0,0,0,1,1,2,-12
10,Jevon Carter,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Torrey Craig,Did Not Dress,,,,,,,,,,,,,,,,,,,
12,Terry Taylor,Did Not Play,,,,,,,,,,,,,,,,,,,
