,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Lauri Markkanen,38:42,.686,.667,.476,.095,7.1,19.3,14.0,18.7,3.8,0.0,4.4,26.2,140,116,8.7
1,Kris Dunn,34:19,.364,.364,.545,.000,0.0,24.9,14.0,41.5,1.4,2.3,15.4,16.8,111,118,-0.8
2,John Collins,26:33,.714,.714,.286,.000,5.2,16.1,11.3,0.0,0.0,0.0,0.0,11.7,142,126,-4.3
3,Collin Sexton,24:56,.587,.500,.182,.545,0.0,0.0,0.0,15.1,2.0,0.0,6.8,26.1,122,126,-3.2
4,Kelly Olynyk,16:30,.700,.700,.600,.000,0.0,25.9,14.5,51.9,0.0,4.7,0.0,13.4,174,119,11.2
5,player,,,,,,,,,,,,,,,,
6,Jordan Clarkson,30:11,.631,.591,.409,.182,4.5,7.1,6.0,31.3,1.6,0.0,7.8,37.9,127,125,4.3
7,Walker Kessler,25:18,.833,.833,.000,.000,16.3,21.1,19.0,4.9,0.0,6.1,14.3,12.3,152,120,0.4
8,Ochai Agbaji,23:39,.765,.700,.600,.400,0.0,13.5,7.6,0.0,0.0,3.3,14.5,12.9,125,124,-4.2
9,Simone Fontecchio,19:52,1.000,1.000,1.000,.000,6.9,0.0,3.0,0.0,2.5,0.0,50.0,13.4,81,125,-7.7
10,Taylor Hendricks,Did Not Play,,,,,,,,,,,,,,,
11,Johnny Juzang,Did Not Play,,,,,,,,,,,,,,,
12,Luka Šamanić,Did Not Play,,,,,,,,,,,,,,,
13,Brice Sensabaugh,Did Not Play,,,,,,,,,,,,,,,
14,Omer Yurtseven,Did Not Play,,,,,,,,,,,,,,,
