,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Devin Booker,41:24,10,24,.417,3,11,.273,4,5,.800,0,4,4,8,1,1,5,4,27,+2
1,Kevin Durant,34:50,11,24,.458,0,2,.000,6,9,.667,3,2,5,5,1,1,2,1,28,-2
2,Grayson Allen,33:17,2,8,.250,1,6,.167,6,6,1.000,1,3,4,3,2,2,1,2,11,-4
3,Jusuf Nurkić,30:07,2,7,.286,0,1,.000,2,4,.500,3,14,17,5,1,1,2,5,6,-6
4,Nassir Little,23:17,2,3,.667,1,2,.500,0,0,,2,5,7,1,0,0,1,2,5,-9
5,player,,,,,,,,,,,,,,,,,,,,
6,Eric Gordon,30:16,5,9,.556,2,6,.333,1,2,.500,0,2,2,1,1,0,1,0,13,+12
7,Jordan Goodwin,20:04,3,7,.429,0,3,.000,0,0,,3,5,8,6,0,0,2,2,6,+17
8,Drew Eubanks,17:26,5,7,.714,0,0,,2,2,1.000,1,4,5,0,1,1,2,0,12,+10
9,Chimezie Metu,9:19,1,1,1.000,0,0,,2,2,1.000,0,2,2,0,1,0,1,0,4,0
10,Keita Bates-Diop,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Bol Bol,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Yuta Watanabe,Did Not Play,,,,,,,,,,,,,,,,,,,
