,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Tyrese Maxey,38:53,8,18,.444,4,8,.500,10,12,.833,0,2,2,7,1,1,0,3,30,-1
1,Joel Embiid,35:53,12,24,.500,1,3,.333,13,15,.867,4,10,14,3,1,4,2,1,38,+16
2,De'Anthony Melton,34:19,6,13,.462,2,7,.286,1,2,.500,0,6,6,5,1,1,1,0,15,+25
3,Tobias Harris,33:43,5,9,.556,0,1,.000,3,3,1.000,2,6,8,2,1,0,2,3,13,+8
4,Nicolas Batum,28:35,3,4,.750,2,3,.667,0,0,,2,2,4,4,0,0,0,1,8,+3
5,player,,,,,,,,,,,,,,,,,,,,
6,Kelly Oubre Jr.,23:31,4,9,.444,1,4,.250,2,4,.500,2,1,3,1,2,1,0,1,11,+1
7,Patrick Beverley,18:02,2,6,.333,0,3,.000,1,1,1.000,1,0,1,1,0,0,1,0,5,+4
8,Marcus Morris,15:40,1,1,1.000,1,1,1.000,0,0,,0,3,3,1,0,1,0,3,3,+3
9,Paul Reed,6:04,1,2,.500,0,0,,0,0,,2,2,4,0,0,0,3,1,2,-3
10,Mo Bamba,5:19,0,1,.000,0,0,,0,0,,1,2,3,0,0,0,1,1,0,-1
11,Robert Covington,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Danuel House Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Furkan Korkmaz,Did Not Play,,,,,,,,,,,,,,,,,,,
14,KJ Martin,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Jaden Springer,Did Not Play,,,,,,,,,,,,,,,,,,,
