,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Max Strus,33:03,2,9,.222,1,7,.143,1,2,.500,0,3,3,3,0,0,0,2,6,-12,New York Knicks,Cleveland Cavaliers,2023-10-31
1,Evan Mobley,29:03,3,9,.333,0,0,,0,0,,4,8,12,5,0,2,2,0,6,-19,New York Knicks,Cleveland Cavaliers,2023-10-31
2,Donovan Mitchell,28:47,11,20,.550,0,3,.000,4,4,1.000,2,1,3,3,3,0,2,2,26,-11,New York Knicks,Cleveland Cavaliers,2023-10-31
3,Isaac Okoro,24:39,4,11,.364,2,5,.400,1,2,.500,3,4,7,0,0,0,1,2,11,-9,New York Knicks,Cleveland Cavaliers,2023-10-31
4,Dean Wade,16:10,0,5,.000,0,4,.000,0,0,,2,1,3,1,0,0,1,3,0,-5,New York Knicks,Cleveland Cavaliers,2023-10-31
6,Georges Niang,24:14,4,12,.333,3,9,.333,0,0,,0,3,3,1,0,0,2,3,11,-12,New York Knicks,Cleveland Cavaliers,2023-10-31
7,Emoni Bates,22:58,3,8,.375,2,5,.400,1,2,.500,1,5,6,1,0,1,1,1,9,-9,New York Knicks,Cleveland Cavaliers,2023-10-31
8,Craig Porter Jr.,22:11,5,12,.417,0,1,.000,0,0,,1,3,4,2,2,1,3,3,10,-9,New York Knicks,Cleveland Cavaliers,2023-10-31
9,Tristan Thompson,18:48,1,1,1.000,0,0,,2,2,1.000,1,1,2,1,0,2,2,2,4,-1,New York Knicks,Cleveland Cavaliers,2023-10-31
10,Sam Merrill,13:57,2,4,.500,2,4,.500,0,0,,0,1,1,2,1,0,1,0,6,-2,New York Knicks,Cleveland Cavaliers,2023-10-31
11,Damian Jones,5:17,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,+2,New York Knicks,Cleveland Cavaliers,2023-10-31
12,Isaiah Mobley,0:53,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-3,New York Knicks,Cleveland Cavaliers,2023-10-31
