,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Bennedict Mathurin,25:27,5,10,.500,0,1,.000,1,1,1.000,1,0,1,2,0,0,0,1,11,-18
1,Andrew Nembhard,23:05,5,10,.500,1,3,.333,3,3,1.000,0,0,0,4,1,0,2,2,14,-20
2,Buddy Hield,22:43,5,8,.625,3,5,.600,1,1,1.000,1,1,2,1,0,0,1,1,14,-24
3,Jalen Smith,19:24,5,10,.500,2,5,.400,0,0,,1,5,6,3,0,1,2,5,12,-28
4,Myles Turner,17:09,4,8,.500,1,2,.500,3,4,.750,1,3,4,0,0,0,2,5,12,-8
5,player,,,,,,,,,,,,,,,,,,,,
6,Jarace Walker,26:11,3,11,.273,2,5,.400,0,0,,2,2,4,4,4,2,1,2,8,-17
7,Ben Sheppard,25:22,1,7,.143,0,5,.000,2,2,1.000,2,1,3,2,0,0,0,4,4,-2
8,T.J. McConnell,18:39,3,6,.500,0,0,,2,2,1.000,1,4,5,5,1,0,3,1,8,+3
9,Jordan Nwora,16:43,3,10,.300,0,4,.000,1,2,.500,1,2,3,2,0,0,1,2,7,-19
10,Obi Toppin,13:02,1,3,.333,0,0,,0,0,,1,2,3,2,1,0,0,1,2,+5
11,Kendall Brown,12:00,2,5,.400,0,1,.000,4,6,.667,2,0,2,1,0,0,0,3,8,-1
12,Oscar Tshiebwe,12:00,1,5,.200,0,0,,2,2,1.000,4,2,6,0,2,0,0,0,4,-1
13,Isaiah Jackson,7:40,0,2,.000,0,0,,1,2,.500,1,3,4,1,0,1,1,4,1,-5
14,James Johnson,0:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
