,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Brandon Ingram,19:28,3,7,.429,1,3,.333,2,2,1.000,0,1,1,3,0,2,1,1,9,-2
1,CJ McCollum,16:09,3,7,.429,2,3,.667,0,0,,0,0,0,0,1,1,0,2,8,-14
2,Jonas Valančiūnas,16:57,4,7,.571,0,0,,0,0,,3,3,6,0,0,0,1,4,8,-1
3,Zion Williamson,15:56,3,9,.333,0,0,,3,4,.750,0,5,5,1,0,0,3,2,9,-10
4,Herbert Jones,14:16,2,6,.333,0,2,.000,0,0,,0,1,1,1,1,0,0,1,4,-9
5,player,,,,,,,,,,,,,,,,,,,,
6,Trey Murphy III,16:07,1,2,.500,1,2,.500,0,0,,1,3,4,1,0,0,0,1,3,-1
7,Dyson Daniels,11:00,1,1,1.000,1,1,1.000,4,6,.667,0,0,0,0,2,0,0,2,7,+1
8,Naji Marshall,4:35,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,0,0,1,2,+1
9,Jose Alvarado,5:32,2,5,.400,0,2,.000,1,2,.500,1,1,2,2,1,0,0,0,5,+11
10,Cody Zeller, ,,,,,,,,,,,,,,,,,,,
11,Jordan Hawkins,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Kira Lewis Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Jeremiah Robinson-Earl,Did Not Play,,,,,,,,,,,,,,,,,,,
