,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Paolo Banchero,38:57,.603,.600,.320,.440,8.4,28.4,15.8,29.8,2.5,0.0,9.1,36.4,126,132,6.0,Orlando Magic,Dallas Mavericks,2024-01-29
1,Franz Wagner,32:11,.606,.594,.375,.188,10.2,11.5,10.7,27.1,1.5,0.0,0.0,23.2,147,134,4.8,Orlando Magic,Dallas Mavericks,2024-01-29
2,Wendell Carter Jr.,28:45,.489,.357,.571,.714,19.0,19.3,19.1,8.0,0.0,0.0,9.8,15.3,129,137,-8.2,Orlando Magic,Dallas Mavericks,2024-01-29
3,Jalen Suggs,25:39,.688,.688,.750,.000,0.0,14.4,5.3,5.0,5.7,0.0,20.0,16.8,107,125,-0.1,Orlando Magic,Dallas Mavericks,2024-01-29
4,Jonathan Isaac,7:53,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,104,138,-11.0,Orlando Magic,Dallas Mavericks,2024-01-29
6,Anthony Black,30:04,1.012,1.000,.444,.222,0.0,18.4,6.8,4.7,0.0,3.8,9.2,15.6,174,135,7.6,Orlando Magic,Dallas Mavericks,2024-01-29
7,Cole Anthony,27:19,.777,.500,.250,1.750,0.0,13.5,5.0,38.1,0.0,0.0,22.0,14.3,156,138,3.2,Orlando Magic,Dallas Mavericks,2024-01-29
8,Moritz Wagner,24:33,.667,.667,.333,.000,0.0,22.6,8.4,6.2,2.0,0.0,0.0,21.1,136,133,0.4,Orlando Magic,Dallas Mavericks,2024-01-29
9,Joe Ingles,15:25,.375,.375,.750,.000,7.1,24.0,13.3,0.0,0.0,0.0,33.3,16.8,62,137,-16.4,Orlando Magic,Dallas Mavericks,2024-01-29
10,Chuma Okeke,9:11,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0,138,-15.7,Orlando Magic,Dallas Mavericks,2024-01-29
11,Goga Bitadze,0:03,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,139,-8.2,Orlando Magic,Dallas Mavericks,2024-01-29
12,Caleb Houstan,0:0,Orlando Magic,Dallas Mavericks,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Trevelin Queen,0:0,Orlando Magic,Dallas Mavericks,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Admiral Schofield,0:0,Orlando Magic,Dallas Mavericks,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
