,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Lauri Markkanen,34:43,7,20,.350,4,11,.364,4,5,.800,4,4,8,1,0,1,2,4,22,-16
1,Jordan Clarkson,31:58,5,14,.357,0,5,.000,0,0,,2,1,3,3,0,0,0,0,10,-18
2,John Collins,28:33,5,10,.500,1,5,.200,3,4,.750,2,4,6,0,1,1,2,5,14,-21
3,Talen Horton-Tucker,24:24,6,20,.300,2,6,.333,0,0,,2,2,4,5,2,1,2,1,14,-10
4,Walker Kessler,21:51,2,3,.667,0,0,,0,0,,1,3,4,0,0,3,0,0,4,-14
5,player,,,,,,,,,,,,,,,,,,,,
6,Keyonte George,27:14,3,6,.500,1,4,.250,1,2,.500,0,0,0,4,0,0,3,2,8,-15
7,Collin Sexton,18:59,1,3,.333,1,3,.333,4,4,1.000,2,2,4,4,0,1,6,2,7,-14
8,Kelly Olynyk,17:50,0,4,.000,0,2,.000,0,0,,2,2,4,1,0,0,2,4,0,-11
9,Ochai Agbaji,17:20,3,5,.600,2,4,.500,0,1,.000,2,0,2,1,0,0,0,1,8,-4
10,Simone Fontecchio,9:32,2,3,.667,1,1,1.000,0,0,,0,2,2,0,0,0,1,0,5,-7
11,Luka Šamanić,3:47,1,2,.500,0,1,.000,1,1,1.000,0,2,2,0,0,0,0,0,3,-5
12,Omer Yurtseven,3:47,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-5
13,Kris Dunn,Did Not Play,,,,,,,,,,,,,,,,,,,
