,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jaylen Brown,40:53,.852,.844,.375,.313,2.8,22.0,13.0,23.4,0.0,0.0,27.8,26.2,122,124,3.5
1,Derrick White,35:40,.457,.316,.526,.474,3.2,11.2,7.5,26.0,4.2,5.3,11.6,31.0,108,113,0.7
2,Sam Hauser,34:08,.643,.643,1.000,.000,0.0,26.4,14.1,3.6,0.0,2.8,0.0,8.7,138,121,-0.8
3,Luke Kornet,33:20,.842,.818,.000,.182,17.1,9.0,12.8,14.4,0.0,8.5,7.8,16.4,170,120,8.5
4,Jrue Holiday,31:41,.447,.433,.333,.267,0.0,6.3,3.4,12.8,0.0,0.0,5.6,23.9,101,128,-8.4
5,player,,,,,,,,,,,,,,,,
6,Payton Pritchard,25:08,.450,.450,.800,.000,13.6,8.0,10.6,30.7,0.0,0.0,16.7,20.3,114,127,-3.3
7,Oshae Brissett,15:18,.333,.333,.333,.000,14.9,32.7,24.4,7.9,0.0,0.0,25.0,11.1,92,122,-6.6
8,Neemias Queta,14:27,1.000,1.000,.000,.000,7.9,27.7,18.5,10.1,0.0,0.0,0.0,8.8,210,123,7.0
9,Svi Mykhailiuk,7:14,.833,.833,.667,.000,0.0,13.8,7.4,22.3,0.0,0.0,0.0,17.6,173,124,6.0
10,Dalano Banton,2:11,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,39.0,64,130,-11.8
11,Lamar Stevens,Did Not Play,,,,,,,,,,,,,,,
12,Jayson Tatum,Did Not Dress,,,,,,,,,,,,,,,
