,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Harrison Barnes,37:29,.739,.786,.500,.143,3.2,10.4,6.7,3.2,3.6,0.0,16.8,19.4,118,113,1.7,Sacramento Kings,Indiana Pacers,2024-02-02
1,De'Aaron Fox,35:07,.529,.548,.238,.286,0.0,11.1,5.3,11.4,7.6,2.4,11.3,30.8,99,102,1.6,Sacramento Kings,Indiana Pacers,2024-02-02
2,Domantas Sabonis,34:51,.724,.643,.071,.643,10.3,29.8,19.7,25.0,2.6,2.5,18.2,25.6,136,111,7.4,Sacramento Kings,Indiana Pacers,2024-02-02
3,Kevin Huerter,30:25,.663,.650,.600,.300,7.9,12.8,10.2,22.0,0.0,0.0,26.1,20.4,117,121,-2.6,Sacramento Kings,Indiana Pacers,2024-02-02
4,Keegan Murray,28:05,.357,.357,.857,.000,4.3,0.0,2.2,3.6,0.0,0.0,0.0,10.1,94,123,-8.6,Sacramento Kings,Indiana Pacers,2024-02-02
6,Malik Monk,27:02,.691,.679,.214,.429,4.4,19.2,11.5,30.4,1.6,0.0,5.7,26.5,145,116,6.0,Sacramento Kings,Indiana Pacers,2024-02-02
7,Davion Mitchell,16:25,.400,.400,.400,.000,0.0,15.8,7.6,6.5,2.7,0.0,16.7,14.8,77,114,-8.0,Sacramento Kings,Indiana Pacers,2024-02-02
8,Trey Lyles,15:59,1.105,1.100,.800,.400,7.5,16.2,11.7,0.0,0.0,0.0,0.0,14.9,218,120,11.9,Sacramento Kings,Indiana Pacers,2024-02-02
9,Kessler Edwards,14:36,,,,,0.0,35.5,17.1,6.4,6.1,5.9,,0.0,225,100,6.9,Sacramento Kings,Indiana Pacers,2024-02-02
10,Chris Duarte,0:0,Sacramento Kings,Indiana Pacers,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Keon Ellis,0:0,Sacramento Kings,Indiana Pacers,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Colby Jones,0:0,Sacramento Kings,Indiana Pacers,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Alex Len,0:0,Sacramento Kings,Indiana Pacers,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,JaVale McGee,0:0,Sacramento Kings,Indiana Pacers,2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
