,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Franz Wagner,35:42,17,25,.680,4,7,.571,0,0,,1,2,3,2,1,0,0,2,38,+16
1,Paolo Banchero,34:31,6,16,.375,2,5,.400,6,6,1.000,1,5,6,7,1,0,1,2,20,+8
2,Jalen Suggs,28:01,4,8,.500,1,3,.333,0,0,,1,4,5,2,2,1,0,2,9,+14
3,Wendell Carter Jr.,27:34,3,4,.750,0,1,.000,1,3,.333,1,3,4,2,1,0,3,2,7,+9
4,Markelle Fultz,22:34,4,9,.444,0,0,,0,0,,1,3,4,2,0,0,1,3,8,+3
5,player,,,,,,,,,,,,,,,,,,,,
6,Gary Harris,23:55,4,9,.444,2,5,.400,0,0,,0,1,1,1,0,1,2,3,10,+1
7,Jonathan Isaac,21:04,1,2,.500,0,0,,3,4,.750,1,5,6,0,1,1,0,1,5,+9
8,Moritz Wagner,20:26,5,5,1.000,0,0,,0,0,,1,4,5,4,0,0,1,1,10,+3
9,Joe Ingles,15:01,1,3,.333,1,3,.333,0,0,,0,2,2,2,0,0,1,1,3,0
10,Cole Anthony,10:51,0,3,.000,0,0,,1,2,.500,0,1,1,0,1,0,1,1,1,-1
11,Anthony Black,0:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
12,Goga Bitadze,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Caleb Houstan,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Chuma Okeke,Did Not Play,,,,,,,,,,,,,,,,,,,
