,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Kevin Durant,41:45,8,15,.533,2,5,.400,2,2,1.000,2,6,8,7,1,2,1,0,20,+6,Phoenix Suns,Miami Heat,2024-01-29
1,Devin Booker,40:35,9,23,.391,2,10,.200,2,3,.667,0,8,8,7,1,1,0,2,22,+18,Phoenix Suns,Miami Heat,2024-01-29
2,Bradley Beal,38:50,8,21,.381,2,9,.222,1,1,1.000,0,5,5,7,1,0,1,3,19,0,Phoenix Suns,Miami Heat,2024-01-29
3,Jusuf Nurkić,26:35,3,5,.600,0,1,.000,0,1,.000,0,8,8,2,2,0,1,6,6,-11,Phoenix Suns,Miami Heat,2024-01-29
4,Grayson Allen,13:25,0,2,.000,0,0,,3,4,.750,0,2,2,1,0,0,1,0,3,+11,Phoenix Suns,Miami Heat,2024-01-29
6,Eric Gordon,33:30,8,17,.471,5,12,.417,2,2,1.000,2,2,4,5,2,2,3,2,23,+10,Phoenix Suns,Miami Heat,2024-01-29
7,Drew Eubanks,21:25,5,5,1.000,0,0,,1,1,1.000,3,2,5,1,0,1,0,2,11,+24,Phoenix Suns,Miami Heat,2024-01-29
8,Josh Okogie,18:12,4,5,.800,2,2,1.000,1,3,.333,3,4,7,0,1,1,0,1,11,+4,Phoenix Suns,Miami Heat,2024-01-29
9,Keita Bates-Diop,5:43,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,1,0,0,3,+3,Phoenix Suns,Miami Heat,2024-01-29
10,Udoka Azubuike,0:0,Phoenix Suns,Miami Heat,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jordan Goodwin,0:0,Phoenix Suns,Miami Heat,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Nassir Little,0:0,Phoenix Suns,Miami Heat,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Chimezie Metu,0:0,Phoenix Suns,Miami Heat,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Yuta Watanabe,0:0,Phoenix Suns,Miami Heat,2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
