,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jordan Poole,32:13,12,18,.667,3,4,.750,3,4,.750,0,4,4,8,1,0,2,4,30,+15
1,Kyle Kuzma,29:35,11,23,.478,4,9,.444,5,8,.625,0,5,5,4,1,0,3,3,31,+12
2,Tyus Jones,28:52,6,7,.857,1,2,.500,0,0,,0,10,10,11,2,2,2,2,13,+7
3,Daniel Gafford,28:24,3,6,.500,0,0,,3,4,.750,5,5,10,4,0,3,2,4,9,+19
4,Deni Avdija,24:42,2,9,.222,0,0,,2,2,1.000,1,5,6,4,0,0,1,0,6,+1
5,player,,,,,,,,,,,,,,,,,,,,
6,Bilal Coulibaly,30:02,6,9,.667,2,3,.667,3,3,1.000,1,4,5,0,2,1,4,2,17,+8
7,Corey Kispert,28:28,9,14,.643,3,7,.429,2,3,.667,0,1,1,1,1,1,1,2,23,+21
8,Mike Muscala,18:40,0,1,.000,0,1,.000,0,0,,0,0,0,2,0,1,0,1,0,-3
9,Danilo Gallinari,10:05,1,2,.500,0,1,.000,2,2,1.000,1,4,5,1,0,0,0,0,4,+14
10,Patrick Baldwin Jr.,2:59,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,0,2,-8
11,Jared Butler,2:59,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,1,0,2,-8
12,Anthony Gill,2:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-8
13,Landry Shamet,Did Not Play,,,,,,,,,,,,,,,,,,,
