,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Deni Avdija,37:36,6,18,.333,1,8,.125,1,2,.500,2,7,9,3,3,0,2,2,14,-1
1,Jordan Poole,32:12,5,12,.417,2,8,.250,0,1,.000,0,5,5,2,0,1,3,6,12,-22
2,Kyle Kuzma,31:17,4,16,.250,0,5,.000,7,10,.700,0,4,4,3,1,2,1,2,15,-29
3,Tyus Jones,22:56,0,5,.000,0,1,.000,0,0,,0,1,1,1,2,0,1,1,0,-16
4,Daniel Gafford,16:26,2,3,.667,0,0,,1,2,.500,2,3,5,0,2,0,1,1,5,-4
5,player,,,,,,,,,,,,,,,,,,,,
6,Bilal Coulibaly,33:54,8,12,.667,4,7,.571,0,1,.000,1,6,7,3,4,0,2,0,20,+2
7,Corey Kispert,26:31,2,8,.250,0,5,.000,4,4,1.000,1,2,3,4,1,0,1,1,8,+4
8,Danilo Gallinari,19:34,3,7,.429,1,3,.333,5,5,1.000,0,3,3,3,1,0,0,1,12,+14
9,Landry Shamet,19:33,3,7,.429,2,4,.500,0,0,,1,4,5,1,0,0,1,1,8,+12
10,Patrick Baldwin Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Jared Butler,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Johnny Davis,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Anthony Gill,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Mike Muscala,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Ryan Rollins,Did Not Play,,,,,,,,,,,,,,,,,,,
