,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Xavier Tillman Sr.,35:56,5,11,.455,0,2,.000,0,0,,2,3,5,6,1,1,2,1,10,-2,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
1,Vince Williams Jr.,34:37,3,8,.375,2,5,.400,2,2,1.000,2,5,7,5,3,1,2,3,10,-8,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
2,Luke Kennard,31:24,6,9,.667,5,7,.714,1,1,1.000,0,2,2,2,1,0,1,1,18,+4,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
3,Jaren Jackson Jr.,27:09,15,23,.652,3,6,.500,3,5,.600,1,2,3,1,0,1,3,5,36,-10,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
4,John Konchar,26:51,2,2,1.000,1,1,1.000,0,0,,0,3,3,2,1,0,1,4,5,+14,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
6,Santi Aldama,24:52,5,14,.357,2,5,.400,1,3,.333,0,5,5,0,1,1,2,4,13,-2,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
7,David Roddy,23:18,2,7,.286,1,2,.500,3,4,.750,1,3,4,1,0,0,0,2,8,-13,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
8,Jacob Gilyard,13:23,0,3,.000,0,2,.000,0,0,,0,1,1,3,0,0,0,0,0,-7,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
9,Ziaire Williams,12:04,1,5,.200,0,2,.000,0,0,,0,1,1,2,2,0,2,1,2,-26,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
10,GG Jackson II,10:23,0,3,.000,0,2,.000,1,2,.500,2,1,3,0,0,0,1,2,1,-25,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18
11,Jake LaRavia,Did Not Dress,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Derrick Rose,Did Not Dress,Memphis Grizzlies,Minnesota Timberwolves,2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
