,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Max Strus,36:42,.526,.458,.583,.250,4.5,5.4,5.1,25.8,1.4,0.0,27.3,23.7,98,105,-4.2
1,Donovan Mitchell,36:20,.781,.775,.400,.200,0.0,16.5,10.3,21.3,1.4,0.0,12.1,32.3,138,101,9.5
2,Evan Mobley,35:22,.723,.727,.091,.727,14.0,25.4,21.2,13.1,1.4,7.7,6.4,20.8,148,93,10.2
3,Dean Wade,32:41,.000,.000,1.000,.000,5.1,6.1,5.7,7.0,0.0,2.8,0.0,4.4,68,105,-4.6
4,Jarrett Allen,29:08,.975,1.000,.000,2.000,5.7,27.5,19.3,4.4,0.0,9.3,34.7,14.1,128,94,1.8
5,player,,,,,,,,,,,,,,,,
6,Caris LeVert,33:02,.500,.500,.412,.000,5.0,21.2,15.1,28.7,3.0,2.7,5.6,25.8,116,94,3.6
7,Georges Niang,21:38,.667,.667,.667,.000,0.0,9.2,5.8,0.0,0.0,4.2,25.0,17.5,92,103,-3.3
8,Craig Porter Jr.,9:07,.667,.667,.000,.000,0.0,21.9,13.7,0.0,0.0,0.0,40.0,26.0,69,103,-14.5
9,Emoni Bates,1:30,,,,,0.0,66.7,41.6,0.0,0.0,0.0,,0.0,0,90,1.3
10,Damian Jones,1:30,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109,-5.3
11,Sam Merrill,1:30,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109,-7.2
12,Tristan Thompson,1:30,,,,,0.0,66.7,41.6,0.0,0.0,0.0,,0.0,0,90,0.5
