,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Aaron Gordon,41:34,.137,.000,.500,.500,6.4,18.9,13.6,8.2,0.0,2.6,12.0,10.0,66,118,-6.9,Denver Nuggets,Boston Celtics,2024-01-19
1,Nikola Jokić,38:16,.715,.682,.182,.182,7.0,25.6,17.7,46.2,0.0,0.0,14.4,36.4,136,117,20.3,Denver Nuggets,Boston Celtics,2024-01-19
2,Michael Porter Jr.,37:27,.630,.611,.444,.333,14.2,10.5,12.1,0.0,0.0,0.0,8.8,15.2,131,123,-1.2,Denver Nuggets,Boston Celtics,2024-01-19
3,Jamal Murray,36:59,.784,.786,.333,.143,0.0,21.2,12.2,28.8,0.0,0.0,4.3,31.6,156,118,18.5,Denver Nuggets,Boston Celtics,2024-01-19
4,Kentavious Caldwell-Pope,36:47,.417,.417,.500,.000,3.6,10.7,7.7,3.3,0.0,0.0,0.0,8.2,108,123,-3.7,Denver Nuggets,Boston Celtics,2024-01-19
6,Reggie Jackson,20:40,.500,.500,.500,.000,6.5,4.7,5.5,12.4,0.0,0.0,33.3,14.6,88,125,-6.1,Denver Nuggets,Boston Celtics,2024-01-19
7,Peyton Watson,20:35,.409,.409,.545,.000,0.0,9.5,5.5,0.0,0.0,10.4,0.0,26.8,90,116,-4.6,Denver Nuggets,Boston Celtics,2024-01-19
8,Christian Braun,5:05,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0,127,-24.2,Denver Nuggets,Boston Celtics,2024-01-19
9,Justin Holiday,2:37,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,127,-4.7,Denver Nuggets,Boston Celtics,2024-01-19
10,Collin Gillespie,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jay Huff,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,DeAndre Jordan,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Braxton Key,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Zeke Nnaji,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Hunter Tyson,0:0,Denver Nuggets,Boston Celtics,2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
