,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jayson Tatum,39:28,.694,.674,.522,.217,3.7,14.8,9.9,35.2,1.4,0.0,10.6,35.3,135,116,11.6,New York Knicks,Boston Celtics,2023-11-13
1,Jrue Holiday,36:55,.742,.722,.556,.111,15.8,9.5,12.3,7.8,0.0,0.0,17.5,15.3,138,122,2.3,New York Knicks,Boston Celtics,2023-11-13
2,Jaylen Brown,36:28,.533,.444,.500,.333,4.0,12.8,8.9,25.7,1.6,3.0,12.7,32.1,114,115,0.4,New York Knicks,Boston Celtics,2023-11-13
3,Kristaps Porziņģis,33:25,.823,.773,.545,.364,4.4,17.5,11.6,14.4,0.0,3.3,7.3,20.4,160,116,9.7,New York Knicks,Boston Celtics,2023-11-13
4,Derrick White,31:10,.214,.214,.429,.000,4.7,3.8,4.2,16.0,1.8,3.5,12.5,12.7,83,118,-5.4,New York Knicks,Boston Celtics,2023-11-13
6,Al Horford,21:45,.500,.500,.500,.000,0.0,21.5,11.9,0.0,0.0,0.0,33.3,6.8,61,117,-8.2,New York Knicks,Boston Celtics,2023-11-13
7,Sam Hauser,21:25,1.000,1.000,1.000,.000,0.0,21.9,12.1,14.4,0.0,0.0,0.0,13.9,193,117,17.2,New York Knicks,Boston Celtics,2023-11-13
8,Payton Pritchard,19:21,.833,.833,.333,.000,0.0,18.2,10.1,21.2,0.0,0.0,0.0,7.7,188,118,4.0,New York Knicks,Boston Celtics,2023-11-13
9,Dalano Banton,0:0,New York Knicks,Boston Celtics,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Oshae Brissett,0:0,New York Knicks,Boston Celtics,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Luke Kornet,0:0,New York Knicks,Boston Celtics,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Svi Mykhailiuk,0:0,New York Knicks,Boston Celtics,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Lamar Stevens,0:0,New York Knicks,Boston Celtics,2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
