,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Scottie Barnes,38:37,.644,.536,.143,.500,15.2,32.4,24.3,24.6,0.0,6.5,22.6,24.4,122,98,6.6,Charlotte Hornets,Toronto Raptors,2023-12-18
1,Pascal Siakam,35:59,.724,.688,.063,.375,13.0,11.6,12.3,36.4,1.4,0.0,9.7,24.4,150,106,12.8,Charlotte Hornets,Toronto Raptors,2023-12-18
2,Dennis Schröder,34:12,.945,.917,.833,.333,0.0,0.0,0.0,18.3,0.0,0.0,30.4,12.3,132,112,-0.6,Charlotte Hornets,Toronto Raptors,2023-12-18
3,OG Anunoby,32:16,.239,.200,.500,.100,0.0,6.5,3.4,7.3,1.6,0.0,16.1,16.4,58,107,-15.4,Charlotte Hornets,Toronto Raptors,2023-12-18
4,Jakob Poeltl,15:18,1.000,1.000,.000,.000,0.0,6.8,3.6,16.6,0.0,0.0,66.7,16.7,62,110,-11.5,Charlotte Hornets,Toronto Raptors,2023-12-18
6,Gary Trent Jr.,34:45,.647,.647,.588,.000,0.0,30.0,15.9,13.1,1.5,0.0,5.6,22.1,131,100,5.3,Charlotte Hornets,Toronto Raptors,2023-12-18
7,Precious Achiuwa,17:46,.558,.556,.111,.444,32.9,11.7,21.7,8.9,2.8,0.0,0.0,25.8,137,102,4.1,Charlotte Hornets,Toronto Raptors,2023-12-18
8,Malachi Flynn,16:20,.167,.167,.667,.000,0.0,19.2,10.1,14.3,0.0,0.0,0.0,15.6,66,107,-14.4,Charlotte Hornets,Toronto Raptors,2023-12-18
9,Chris Boucher,14:46,.509,.500,.167,.333,7.9,14.1,11.2,0.0,0.0,5.7,0.0,19.8,117,104,-4.4,Charlotte Hornets,Toronto Raptors,2023-12-18
10,Gradey Dick,0:0,Charlotte Hornets,Toronto Raptors,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jalen McDaniels,0:0,Charlotte Hornets,Toronto Raptors,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Otto Porter Jr.,0:0,Charlotte Hornets,Toronto Raptors,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Garrett Temple,0:0,Charlotte Hornets,Toronto Raptors,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Thaddeus Young,0:0,Charlotte Hornets,Toronto Raptors,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
