Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Anthony Edwards,33:30,0.627,0.591,0.364,0.364,3.4,12.6,8.7,5.9,1.4,2.5,13.6,36.2,111.0,92.0,8.2
1,Rudy Gobert,31:23,0.759,0.778,0.0,0.556,10.9,26.8,20.1,5.2,1.5,10.5,0.0,14.7,162.0,81.0,14.6
2,Jaden McDaniels,29:16,0.357,0.357,0.429,0.0,7.8,5.8,6.6,8.9,0.0,2.8,22.2,12.6,79.0,97.0,-3.4
3,Karl-Anthony Towns,27:20,0.493,0.375,0.25,0.417,8.4,24.6,17.7,0.0,0.0,6.1,12.3,24.3,99.0,87.0,-2.2
4,Mike Conley,24:30,0.515,0.417,0.333,0.667,0.0,10.3,5.9,48.9,2.0,0.0,20.5,16.4,118.0,93.0,4.8
6,Naz Reid,22:04,0.528,0.5,0.364,0.273,0.0,22.9,13.2,0.0,2.2,7.5,7.5,24.8,101.0,82.0,4.1
7,Nickeil Alexander-Walker,20:59,0.357,0.357,0.571,0.0,5.4,24.1,16.2,6.5,2.3,0.0,22.2,17.6,69.0,87.0,-5.4
8,Jordan McLaughlin,17:11,0.41,0.375,0.75,0.5,6.7,14.7,11.3,15.0,0.0,0.0,17.0,14.1,94.0,96.0,-2.5
9,Kyle Anderson,16:43,0.6,0.6,0.2,0.0,6.8,5.0,5.8,36.6,2.9,5.0,0.0,12.3,151.0,89.0,13.2
10,Troy Brown Jr.,4:16,0.0,0.0,0.0,0.0,0.0,19.7,11.4,0.0,0.0,0.0,0.0,0.0,0.0,93.0,-7.2
11,Luka Garza,4:16,1.25,1.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,250.0,100.0,26.2
12,Shake Milton,4:16,0.0,0.0,0.0,0.0,0.0,39.5,22.7,0.0,0.0,0.0,0.0,28.9,0.0,88.0,-28.5
13,Wendell Moore Jr.,4:16,0.5,0.5,0.5,0.0,0.0,0.0,0.0,39.1,0.0,0.0,33.3,28.9,80.0,102.0,-6.4
