Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Max Strus,33:03,0.304,0.278,0.778,0.222,0.0,9.9,4.6,13.2,0.0,0.0,0.0,12.8,83.0,120.0,-7.6
1,Evan Mobley,29:03,0.333,0.333,0.0,0.0,13.2,30.0,21.1,26.6,0.0,6.4,18.2,16.2,89.0,110.0,1.0
2,Donovan Mitchell,28:47,0.597,0.55,0.15,0.2,6.7,3.8,5.3,28.3,5.2,0.0,8.4,35.3,119.0,110.0,14.3
3,Isaac Okoro,24:39,0.463,0.455,0.455,0.182,11.7,17.7,14.5,0.0,0.0,0.0,7.8,22.3,98.0,117.0,-3.8
4,Dean Wade,16:10,0.0,0.0,0.8,0.0,11.9,6.7,9.5,8.2,0.0,0.0,16.7,15.9,28.0,121.0,-20.0
6,Georges Niang,24:14,0.458,0.458,0.75,0.0,0.0,13.5,6.3,7.1,0.0,0.0,14.3,24.7,84.0,119.0,-6.8
7,Emoni Bates,22:58,0.507,0.5,0.625,0.25,4.2,23.7,13.3,7.0,0.0,4.0,10.1,18.4,102.0,113.0,0.8
8,Craig Porter Jr.,22:11,0.417,0.417,0.083,0.0,4.3,14.8,9.2,17.2,4.5,4.2,20.0,28.9,76.0,106.0,-3.0
9,Tristan Thompson,18:48,1.064,1.0,0.0,2.0,5.1,5.8,5.4,7.6,0.0,9.8,51.5,8.8,108.0,116.0,-2.4
10,Sam Merrill,13:57,0.75,0.75,1.0,0.0,0.0,7.8,3.7,23.6,3.6,0.0,20.0,15.3,127.0,113.0,8.7
11,Damian Jones,5:17,1.0,1.0,0.0,0.0,0.0,20.6,9.7,0.0,0.0,0.0,0.0,8.1,200.0,117.0,2.9
12,Isaiah Mobley,0:53,0.0,0.0,0.0,0.0,0.0,100.0,57.8,0.0,0.0,0.0,0.0,0.0,0.0,79.0,-21.7
