Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jaden Ivey,33:30,0.678,0.694,0.444,0.333,17.1,9.0,13.6,14.7,0.0,0.0,12.7,29.3,129.0,143.0,2.1
1,Cade Cunningham,32:47,0.459,0.441,0.176,0.059,0.0,13.7,5.9,46.3,1.5,0.0,18.7,27.2,106.0,139.0,-7.2
2,Jalen Duren,31:10,0.698,0.714,0.0,0.286,7.3,52.9,27.1,8.3,0.0,0.0,0.0,10.5,158.0,137.0,0.4
3,Bojan Bogdanović,29:30,0.937,0.923,0.692,0.154,0.0,5.1,2.2,16.1,0.0,0.0,22.4,25.2,135.0,143.0,6.7
4,Kevin Knox,18:24,0.0,0.0,1.0,0.0,0.0,8.2,3.5,11.6,2.6,0.0,33.3,6.8,47.0,136.0,-10.8
6,Ausar Thompson,26:08,0.307,0.25,0.25,0.5,17.5,17.2,17.4,4.3,3.7,3.1,17.0,9.3,101.0,130.0,-4.1
7,Alec Burks,20:46,0.287,0.25,0.7,0.1,5.5,7.2,6.2,5.7,2.3,3.9,8.7,22.9,73.0,134.0,-12.2
8,Marcus Sasser,20:29,1.05,1.05,0.6,0.0,0.0,7.3,3.2,17.9,0.0,0.0,16.7,24.3,153.0,143.0,13.1
9,Danilo Gallinari,14:36,0.79,0.5,0.667,3.0,7.8,0.0,4.4,15.8,0.0,5.5,0.0,19.8,187.0,139.0,8.9
10,Monte Morris,10:24,0.0,0.0,0.5,0.0,0.0,14.4,6.2,10.3,0.0,0.0,0.0,16.0,23.0,142.0,-22.1
11,James Wiseman,2:14,1.042,1.0,0.0,1.0,0.0,67.2,29.0,0.0,0.0,0.0,0.0,26.8,222.0,136.0,22.6
12,Joe Harris,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Killian Hayes,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
