Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jordan Poole,32:04,0.447,0.412,0.412,0.118,3.3,12.7,8.1,13.2,1.5,0.0,21.9,30.8,78.0,126.0,-14.0
1,Kyle Kuzma,29:48,0.491,0.389,0.333,0.556,7.2,13.7,10.5,14.5,0.0,0.0,8.2,35.4,104.0,129.0,-5.7
2,Deni Avdija,23:59,1.09,1.083,0.667,0.333,4.4,8.5,6.5,24.3,5.8,0.0,0.0,12.4,218.0,116.0,17.4
3,Daniel Gafford,23:38,0.776,0.833,0.0,0.167,9.0,30.2,19.9,12.4,0.0,0.0,0.0,11.8,166.0,126.0,2.7
4,Tyus Jones,22:19,0.857,0.857,0.143,0.0,0.0,13.7,7.0,14.3,0.0,0.0,0.0,13.5,174.0,129.0,0.2
6,Bilal Coulibaly,27:58,1.0,1.0,0.4,0.0,0.0,29.2,14.9,9.5,0.0,3.4,0.0,7.7,197.0,124.0,4.0
7,Corey Kispert,25:44,0.615,0.563,0.875,0.5,0.0,4.0,2.0,19.9,0.0,0.0,0.0,16.4,138.0,130.0,-0.5
8,Landry Shamet,20:52,0.167,0.167,0.583,0.0,0.0,9.8,5.0,6.0,0.0,0.0,0.0,24.8,42.0,130.0,-24.6
9,Danilo Gallinari,18:07,0.644,0.5,0.333,0.667,11.8,22.5,17.3,7.6,0.0,0.0,20.5,23.3,116.0,128.0,-4.1
10,Johnny Davis,6:37,0.667,0.667,0.0,0.0,0.0,15.4,7.9,25.5,7.0,0.0,0.0,19.6,141.0,112.0,9.0
11,Anthony Gill,5:20,0.0,0.0,0.0,0.0,0.0,19.1,9.8,0.0,8.7,0.0,100.0,24.3,0.0,108.0,-26.7
12,Patrick Baldwin Jr.,1:47,0.0,0.0,0.0,0.0,0.0,57.3,29.3,0.0,0.0,0.0,0.0,0.0,0.0,117.0,-14.1
13,Ryan Rollins,1:47,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,200.0,132.0,12.3
14,Jared Butler,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Mike Muscala,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
