Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Klay Thompson,31:45,0.504,0.464,0.643,0.143,5.2,3.8,4.6,11.4,1.5,0.0,11.8,21.2,100.0,122.0,-3.0
1,Stephen Curry,30:49,0.751,0.719,0.688,0.375,0.0,7.8,3.2,28.9,1.6,0.0,24.4,31.9,108.0,120.0,9.7
2,Draymond Green,29:22,0.66,0.545,0.273,0.545,0.0,12.3,5.0,50.6,5.0,3.6,6.8,19.9,147.0,110.0,18.4
3,Andrew Wiggins,26:09,0.372,0.389,0.222,0.444,9.5,9.2,9.4,6.4,0.0,0.0,0.0,16.4,94.0,123.0,-7.0
4,Kevon Looney,15:10,0.5,0.5,0.0,0.0,27.3,47.5,35.5,51.3,0.0,0.0,0.0,5.3,186.0,112.0,12.1
6,Chris Paul,24:36,0.25,0.25,0.5,0.0,0.0,4.9,2.0,13.0,3.9,0.0,0.0,16.2,69.0,116.0,-10.2
7,Jonathan Kuminga,19:33,0.463,0.393,0.286,0.357,4.2,12.3,7.5,0.0,0.0,10.7,5.8,35.1,95.0,117.0,-2.0
8,Moses Moody,14:17,0.387,0.333,0.667,0.667,5.8,16.8,10.3,0.0,3.4,0.0,0.0,10.8,96.0,113.0,-5.6
9,Dario Šarić,13:25,0.0,0.0,0.333,0.0,6.2,35.8,18.3,0.0,0.0,0.0,25.0,11.9,16.0,115.0,-21.4
10,Gary Payton II,12:26,0.357,0.357,0.429,0.0,13.3,0.0,7.9,14.7,0.0,0.0,0.0,22.5,96.0,126.0,-7.6
11,Trayce Jackson-Davis,11:35,0.481,0.667,0.0,1.667,7.1,31.1,16.9,16.1,4.2,9.0,0.0,17.9,105.0,102.0,1.0
12,Brandin Podziemski,8:17,0.0,0.0,0.5,0.0,10.0,14.5,11.8,34.1,0.0,0.0,50.0,19.3,39.0,122.0,-17.6
13,Cory Joseph,2:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,83.0,14.0
