Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Desmond Bane,40:23,0.558,0.523,0.636,0.227,3.0,10.1,6.8,33.8,0.0,2.0,4.0,27.3,119.0,111.0,3.6
1,Ja Morant,39:39,0.563,0.521,0.292,0.333,0.0,10.3,5.6,40.8,1.2,4.1,17.9,37.0,99.0,107.0,1.1
2,Jaren Jackson Jr.,39:28,0.617,0.455,0.273,0.909,3.1,23.2,14.0,4.2,1.2,2.0,16.3,20.4,110.0,105.0,-4.1
3,Marcus Smart,29:19,0.574,0.5,0.8,0.3,0.0,3.5,1.9,17.1,8.1,2.7,20.9,21.4,97.0,94.0,4.2
4,Bismack Biyombo,24:52,0.8,0.8,0.0,0.0,0.0,28.7,15.5,7.0,0.0,6.5,0.0,8.8,159.0,102.0,1.9
6,Xavier Tillman Sr.,27:47,0.333,0.333,0.333,0.0,13.0,18.3,15.9,0.0,1.7,14.5,0.0,4.7,114.0,96.0,3.5
7,Vince Williams Jr.,27:00,0.521,0.375,1.0,1.0,8.9,22.6,16.4,15.9,1.8,8.9,25.8,12.6,104.0,99.0,3.9
8,David Roddy,16:04,0.571,0.571,0.714,0.0,7.5,19.0,13.7,11.3,0.0,0.0,0.0,19.1,121.0,111.0,2.7
9,Ziaire Williams,11:32,0.347,0.0,1.0,1.0,0.0,8.8,4.8,11.8,4.1,7.0,41.0,18.5,53.0,99.0,-7.2
10,Santi Aldama,8:54,0.0,0.0,1.0,0.0,0.0,22.9,12.4,0.0,0.0,9.0,0.0,9.8,0.0,101.0,-14.6
11,Jacob Gilyard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,John Konchar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
