Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Cam Thomas,37:59,0.712,0.618,0.235,0.824,0.0,5.7,3.0,7.0,0.0,0.0,7.9,27.9,139.0,123.0,-1.9
1,Mikal Bridges,37:44,0.838,0.808,0.231,0.231,3.1,17.3,10.5,14.0,1.2,2.0,25.9,21.5,126.0,117.0,1.5
2,Ben Simmons,35:17,0.799,0.833,0.0,0.333,10.0,21.6,16.0,25.8,0.0,2.1,22.5,10.6,153.0,119.0,5.2
3,Dorian Finney-Smith,31:15,0.738,0.75,0.75,0.167,3.7,20.9,12.6,4.0,1.5,4.7,7.2,18.7,139.0,113.0,7.1
4,Spencer Dinwiddie,12:54,0.417,0.417,0.5,0.0,0.0,8.5,4.4,26.9,0.0,0.0,14.3,22.8,96.0,123.0,-11.0
6,Royce O'Neale,31:50,0.5,0.5,0.75,0.0,0.0,6.9,3.5,0.0,0.0,4.6,0.0,10.6,105.0,119.0,-4.8
7,Lonnie Walker IV,28:43,0.607,0.577,0.538,0.462,0.0,19.0,9.8,17.2,1.6,2.6,0.0,22.9,137.0,115.0,5.1
8,Dennis Smith Jr.,14:02,0.307,0.25,0.25,0.5,8.3,23.3,16.1,15.0,3.3,0.0,17.0,17.6,85.0,113.0,-9.5
9,Day'Ron Sharpe,10:16,0.59,0.625,0.0,0.375,45.6,42.5,44.0,18.2,0.0,7.2,9.7,42.3,125.0,110.0,-3.5
10,Nic Claxton,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Harry Giles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Trendon Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
